player,role,role_mantra,team,Prezzo_Consigliato_Cr,NN_FV_Atteso,NN_MV_Atteso,NN_Rischio_Std,Prob_Bonus_Ge_8_%,Prob_Picco_Ge_10_%,Clean_Sheet_%,FVM_1000,n_stagioni,mv_media_3y,mfv_media_3y,mv_storica,mfv_storica,mv_std,mv_trend,availability,gol_per_pg,ass_per_pg,amm_per_pg,rig_per_pg,n_seasons_us,xg_media_3y,xa_media_3y,xg_per90,xa_per90,npxg_per90,shots_per90,offensive_index,gf_avg_3y,giorni_infortunio_3y,n_infortuni_3y,infortunio_grave,malus_infortuni,starts_2627,sub_apps_2627,minutes_2627,is_starter_2627,starter_pct_2627,score_composito,score_composito_base,vorp_points,target_price_500,target_price_1000,clearing_price_1000,clearing_price_500,target_flags,prezzo_fair_1000,prezzo_fair_500,surplus_value_cr,predicted_contrib_p10,predicted_contrib_p50,predicted_contrib_p90,contrib_volatility_spread
Adopo,C,M;C,CAG,7,1.3,6.0,0.5,0.0,0.0,0.0,13,4.0,5.83,5.91,5.832,5.885,0.051,-0.003,0.526,0.028,0.028,0.097,0.0,4.0,1.684,1.262,0.062,0.078,0.062,0.789,0.9604,1.472,38,4,0,0.148,2,0,180,True,1.0,0.4681,0.4787,11.3,8,14,1,1,fade(1.10);clearing_observed(asta_xlsx),14,8,13,83.3,175.5,218.5,135.2
De Silvestri,D,Dd;E,BOL,1,0.4,6.0,0.5,0.0,0.0,0.0,4,11.0,6.023,6.107,5.946,6.138,0.13,0.0057,0.562,0.08,0.053,0.111,0.0,4.0,0.396,0.181,0.07,0.023,0.07,0.56,1.004,1.952,64,8,0,0.249,0,2,0,False,0.0,0.4678,0.4859,0.0,1,4,4,1,floor_qi,4,1,0,45.3,126.8,201.0,155.7
Nzola,A,Pc,CAG,4,1.0,6.0,0.5,0.0,0.0,0.0,10,6.0,3.937,4.145,4.998,5.597,2.242,-0.554,0.674,0.258,0.07,0.148,0.078,3.0,7.183,1.914,0.381,0.091,0.297,2.116,0.9604,1.472,0,0,0,0.0,0,0,0,False,0.0,0.4673,0.4673,0.0,4,10,13,6,fade(0.97);clearing_observed(asta_xlsx),10,4,-3,44.8,114.5,208.4,163.6
Vojvoda,D,Dd;E,UDI,9,1.9,6.0,0.5,0.0,0.0,0.0,19,6.0,5.977,6.125,5.907,6.052,0.109,0.04,0.658,0.033,0.107,0.14,0.0,4.0,1.007,3.004,0.056,0.166,0.056,0.815,0.965,1.523,88,10,0,0.342,2,0,175,True,1.0,0.4673,0.4926,9.5,8,16,20,10,fade(0.85);clearing_observed(asta_xlsx),16,8,-4,82.7,172.2,211.1,128.4
Dominguez B.,C,W;A,SAS,4,1.2,6.0,0.5,0.0,0.0,0.0,12,2.0,5.98,6.3,6.055,6.43,0.225,,0.421,0.094,0.156,0.031,0.0,2.0,1.242,0.498,0.149,0.048,0.149,2.03,0.9714,1.594,24,3,0,0.093,0,2,46,False,0.0,0.4671,0.4737,0.0,4,12,2,1,thin_prior_sample_no_fade;clearing_observed(historical),12,4,10,42.0,128.1,200.1,158.1
Pisilli,C,C,ROM,7,1.9,6.0,0.5,0.0,0.0,0.0,19,3.0,5.038,5.28,4.023,4.2,2.845,3.045,0.605,0.087,0.109,0.217,0.0,2.0,2.538,1.58,0.195,0.116,0.195,1.682,1.0268,2.203,0,0,0,0.0,0,2,34,False,0.0,0.4671,0.4671,0.0,7,19,6,3,thin_prior_sample_no_fade;clearing_observed(historical),19,7,13,56.8,134.9,206.1,149.3
Omar Fayed,D,Dc,FRO,1,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,0.9827,1.718,118,4,0,0.459,0,1,0,False,0.0,0.4669,0.5014,0.0,1,1,1,1,floor_qi,1,1,0,46.4,149.5,213.3,166.9
Diego Carlos,D,Dc,PAR,8,2.6,6.0,0.5,0.0,0.0,0.0,26,1.0,6.14,6.1,6.14,6.1,0.0,,0.658,0.04,0.0,0.32,0.0,1.0,1.673,0.048,0.077,0.002,0.077,0.37,0.9545,1.408,134,9,0,0.521,0,0,0,False,0.0,0.4667,0.5063,0.0,7,23,23,7,fade(0.89),23,7,0,52.0,139.4,195.8,143.8
Fatah,A,W;A,LEC,4,1.4,6.0,0.5,0.0,0.0,0.0,14,,,,,,,,,,,,,,,,,,,,0.9201,1.029,122,6,0,0.474,0,1,18,False,0.0,0.466,0.5017,9.2,4,14,14,4,no_prior_data,14,4,0,46.0,146.6,216.0,170.0
Sucic P.,C,C,INT,9,2.1,6.0,0.5,0.0,0.0,0.0,21,1.0,6.07,6.27,6.07,6.27,0.0,,0.737,0.071,0.071,0.179,0.0,1.0,2.182,4.041,0.111,0.206,0.111,1.123,1.1,3.009,82,2,1,0.619,1,1,101,True,0.5,0.4649,0.5125,0.0,9,21,50,25,fade(0.99);clearing_observed(asta_xlsx),21,9,-29,68.2,156.8,213.2,145.0
Ostigard,D,Dc,GEN,11,4.1,6.0,0.5,0.0,0.0,0.0,41,4.0,6.032,6.247,5.915,5.967,0.184,0.14,0.467,0.092,0.0,0.169,0.0,3.0,1.814,0.327,0.078,0.019,0.078,0.619,0.9593,1.46,69,10,0,0.268,2,0,156,True,1.0,0.4648,0.4843,12.6,8,32,2,1,fade(0.77);clearing_observed(asta_xlsx),32,8,30,96.9,175.3,210.0,113.1
Borrelli,A,Pc,CAG,4,0.9,6.0,0.5,0.0,0.0,0.0,9,2.0,5.947,6.307,5.96,6.23,0.04,,0.355,0.192,0.038,0.154,0.0,1.0,4.58,0.871,0.326,0.062,0.326,2.138,0.9604,1.472,76,4,0,0.296,0,2,36,False,0.0,0.4646,0.4862,0.0,4,8,2,1,fade(0.94);clearing_observed(historical),8,4,6,36.8,110.1,190.0,153.2
Zè Pedro,D,Dd;Dc,CAG,5,1.3,6.0,0.5,0.0,0.0,0.0,13,1.0,5.77,5.68,5.77,5.68,0.0,,0.579,0.0,0.045,0.273,0.0,1.0,0.745,0.458,0.039,0.024,0.039,0.366,0.9604,1.472,53,2,0,0.206,2,0,156,True,1.0,0.464,0.4788,0.0,5,13,5,2,thin_prior_sample_no_fade;clearing_observed(historical),13,5,8,80.6,162.4,201.5,120.9
Provstgaard,D,Dc,LAZ,4,1.3,6.0,0.5,0.0,0.0,0.0,13,2.0,6.107,6.067,6.205,6.175,0.295,,0.316,0.0,0.0,0.13,0.0,1.0,0.666,0.663,0.04,0.039,0.04,0.356,0.9953,1.856,0,0,0,0.0,2,0,180,True,1.0,0.4636,0.4636,28.8,4,13,3,1,thin_prior_sample_no_fade;clearing_observed(historical),13,4,10,77.1,191.5,222.2,145.1
Zerbin,C,W,FRO,6,1.2,6.0,0.5,0.0,0.0,0.0,12,4.0,5.843,5.895,5.822,5.825,0.103,0.025,0.441,0.016,0.063,0.095,0.0,4.0,1.763,1.606,0.11,0.139,0.11,1.122,0.9827,1.718,30,2,0,0.117,0,2,76,False,0.0,0.4634,0.4717,0.0,7,14,17,8,fade(1.13);clearing_observed(asta_xlsx),14,7,-3,36.6,99.6,199.9,163.3
Lucumì,D,Dc,JUV,7,1.7,6.0,0.5,0.0,0.0,0.0,17,1.0,5.88,5.89,5.88,5.89,0.0,,0.737,0.036,0.0,0.179,0.0,4.0,1.078,0.541,0.032,0.019,0.032,0.377,1.0076,1.992,126,7,0,0.49,1,1,75,True,0.5,0.4633,0.5001,0.0,7,16,1,1,fade(0.95);clearing_observed(asta_xlsx),16,7,15,65.2,157.3,208.4,143.2
Idzes,D,Dc,SAS,7,1.9,6.0,0.5,0.0,0.0,0.0,19,2.0,5.947,5.923,5.95,5.935,0.01,,0.921,0.014,0.0,0.114,0.0,2.0,0.835,1.145,0.033,0.033,0.033,0.305,0.9714,1.594,113,4,1,0.739,1,1,90,True,0.5,0.4632,0.5209,0.0,7,18,4,2,fade(0.95);clearing_observed(asta_xlsx),18,7,14,65.8,155.7,210.0,144.2
Gueye,A,Pc,UDI,4,0.7,6.0,0.5,0.0,0.0,0.0,7,1.0,5.77,5.92,5.77,5.92,0.0,,0.342,0.077,0.0,0.154,0.0,1.0,2.264,0.157,0.554,0.038,0.554,4.891,0.965,1.523,0,0,0,0.0,1,1,94,True,0.5,0.463,0.463,31.0,4,7,7,4,thin_prior_sample_no_fade,7,4,0,74.0,168.4,208.1,134.1
Haps,D,Ds;E,VEN,5,1.0,6.0,0.5,0.0,0.0,0.0,10,3.0,5.88,5.97,5.877,5.953,0.039,0.01,0.535,0.033,0.049,0.148,0.0,2.0,1.025,0.948,0.067,0.08,0.067,0.801,0.9494,1.351,57,7,0,0.222,1,1,92,True,0.5,0.4629,0.4788,0.0,5,10,3,1,no_prior_data;clearing_observed(historical),10,5,7,76.8,157.1,208.2,131.4
Diouf,C,E;C,INT,9,4.3,6.0,0.5,0.0,0.0,0.0,43,1.0,6.15,6.45,6.15,6.45,0.0,,0.263,,,,,1.0,0.945,1.752,0.184,0.341,0.184,1.948,1.1,3.009,7,2,0,0.027,1,1,75,True,0.5,0.4627,0.4646,16.4,9,43,47,24,thin_prior_sample_no_fade;clearing_observed(historical),43,9,-4,82.5,180.6,219.1,136.6
Patric,D,Dd;Dc,LAZ,1,0.1,6.0,0.5,0.0,0.0,0.0,1,11.0,5.812,5.883,5.825,5.804,0.149,0.0135,0.4,0.023,0.023,0.183,0.0,4.0,0.641,0.138,0.054,0.012,0.054,0.315,0.9953,1.856,0,0,0,0.0,0,0,0,False,0.0,0.4621,0.4621,0.0,1,1,2,1,floor_qi;clearing_observed(historical),1,1,-1,45.5,108.3,185.1,139.6
Cancellieri,C,W;A,LAZ,9,2.5,6.0,0.5,0.0,0.0,0.0,25,5.0,5.885,6.21,5.924,6.214,0.12,-0.041,0.516,0.126,0.034,0.172,0.0,4.0,4.404,1.602,0.24,0.112,0.24,1.898,0.9953,1.856,126,7,0,0.49,2,0,108,True,1.0,0.4619,0.4985,0.0,9,25,15,8,fade(0.98);clearing_observed(asta_xlsx),25,9,10,93.0,162.3,211.0,118.0
Paleari,P,Por,TOR,1,0.1,6.0,0.5,0.0,0.0,0.0,1,3.0,6.24,4.288,6.253,4.397,0.177,-0.04,0.289,0.0,0.0,0.034,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.9571,1.436,0,0,0,0.0,0,2,0,False,0.0,0.4611,0.4611,0.0,1,1,5,2,floor_qi;clearing_observed(historical),1,1,-4,34.9,114.5,220.1,185.2
Marcandalli,D,Dc,GEN,6,1.4,6.0,0.5,0.0,0.0,0.0,14,2.0,5.873,5.81,5.875,5.795,0.005,,0.513,0.0,0.032,0.129,0.0,2.0,0.369,0.327,0.025,0.02,0.025,0.21,0.9593,1.46,40,4,0,0.156,2,0,180,True,1.0,0.461,0.472,13.7,6,14,7,3,fade(0.97);clearing_observed(historical),14,6,7,71.9,176.4,211.7,139.8
Thorstvedt,C,C;T,SAS,10,3.9,6.0,0.5,0.0,0.0,0.0,39,3.0,6.055,6.407,6.03,6.36,0.088,0.075,0.789,0.133,0.056,0.233,0.0,3.0,5.184,2.024,0.199,0.091,0.199,1.575,0.9714,1.594,274,7,1,1.0,0,2,56,False,0.0,0.4603,0.5415,0.0,9,36,9,4,fade(0.93);clearing_observed(asta_xlsx),36,9,27,53.5,143.1,209.8,156.3
Valle,D,Ds;E,COM,6,2.1,6.0,0.5,0.0,0.0,0.0,21,2.0,5.977,6.063,5.935,5.98,0.125,,0.513,0.026,0.077,0.128,0.0,2.0,0.7,0.998,0.036,0.059,0.036,0.586,1.0068,1.982,71,5,0,0.276,2,0,180,True,1.0,0.4602,0.4801,9.9,5,18,14,7,fade(0.85);clearing_observed(asta_xlsx),18,5,4,83.9,172.6,209.7,125.8
Jones C.,C,C,INT,12,4.7,6.0,0.5,0.0,0.0,0.0,47,,,,,,,,,,,,,1.0,0.372,0.677,,,,,1.1,3.009,151,11,0,0.587,0,1,25,False,0.0,0.4599,0.5043,9.0,12,47,26,13,no_prior_data;clearing_observed(historical),47,12,21,50.1,173.2,216.1,166.0
Gomes,D,Ds;Dc,VEN,1,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,0.9494,1.351,142,10,0,0.552,0,2,0,False,0.0,0.4599,0.5014,0.0,1,1,1,1,floor_qi,1,1,0,43.2,151.1,213.3,170.1
Rodriguez Ju.,D,Ds;Dc,CAG,4,1.4,6.0,0.5,0.0,0.0,0.0,14,1.0,5.62,5.72,5.62,5.72,0.0,,0.421,0.062,0.0,0.188,0.0,1.0,3.921,6.971,0.204,0.363,0.204,2.344,0.9604,1.472,71,5,0,0.276,2,0,180,True,1.0,0.4594,0.4792,3.4,4,14,6,3,thin_prior_sample_no_fade;clearing_observed(historical),14,4,8,82.6,166.1,200.2,117.6
Miller L.,C,M;C,UDI,4,1.2,6.0,0.5,0.0,0.0,0.0,12,1.0,5.92,5.95,5.92,5.95,0.0,,0.5,0.0,0.105,0.211,0.0,1.0,0.306,1.345,0.028,0.123,0.028,0.822,0.965,1.523,55,4,0,0.214,0,2,49,False,0.0,0.4587,0.4739,0.0,4,12,2,1,thin_prior_sample_no_fade;clearing_observed(historical),12,4,10,40.4,126.2,192.6,152.2
Gandelman,C,C;T,LEC,4,1.0,6.0,0.5,0.0,0.0,0.0,10,1.0,5.97,6.41,5.97,6.41,0.0,,0.421,0.125,0.062,0.0,0.0,1.0,1.734,1.121,0.161,0.104,0.161,0.927,0.9201,1.029,62,6,0,0.241,0,2,1,False,0.0,0.4586,0.4758,0.0,4,10,3,1,thin_prior_sample_no_fade;clearing_observed(historical),10,4,7,30.9,110.6,199.5,168.6
Lipani,C,M;C,SAS,2,0.5,6.0,0.5,0.0,0.0,0.0,5,2.0,5.953,5.933,5.965,5.95,0.035,,0.368,0.0,0.048,0.143,0.0,2.0,0.672,0.659,0.07,0.085,0.07,0.962,0.9714,1.594,21,4,0,0.082,0,2,1,False,0.0,0.4581,0.4638,0.0,2,5,5,2,floor_qi,5,2,0,36.1,110.4,197.6,161.5
Lobotka,C,M;C,NAP,8,2.3,6.0,0.5,0.0,0.0,0.0,23,7.0,6.03,6.045,6.1,6.097,0.123,-0.0168,0.665,0.017,0.017,0.081,0.0,4.0,0.395,1.237,0.014,0.039,0.014,0.311,1.0241,2.173,125,11,0,0.486,2,0,180,True,1.0,0.4579,0.4939,0.0,7,20,2,1,fade(1.03);team_discount(NAP);clearing_observed(asta_xlsx),20,7,18,84.0,158.9,213.7,129.7
Balerdi,D,Dc,ROM,6,1.1,6.0,0.5,0.0,0.0,0.0,11,,,,,,,,,,,,,,,,,,,,1.0268,2.203,139,11,0,0.541,0,1,0,False,0.0,0.4576,0.498,0.0,6,11,11,6,no_prior_data,11,6,0,44.0,149.5,213.3,169.3
Mazzocchi,D,Dd;Ds;E,VEN,1,1.0,6.0,0.5,0.0,0.0,0.0,10,5.0,5.817,5.793,5.866,5.904,0.179,-0.027,0.542,0.024,0.083,0.131,0.0,4.0,0.19,1.327,0.039,0.102,0.039,0.693,0.9494,1.351,72,7,0,0.28,0,0,0,False,0.0,0.4573,0.4774,0.0,1,10,4,2,floor_qi;clearing_observed(historical),10,1,6,48.4,120.5,196.9,148.5
Monterisi,D,Dc,FRO,6,1.3,6.0,0.5,0.0,0.0,0.0,13,1.0,5.83,6.25,5.83,6.25,0.0,,0.474,0.111,0.111,0.056,0.0,1.0,1.417,0.392,0.087,0.024,0.087,0.306,0.9827,1.718,57,6,0,0.222,2,0,157,True,1.0,0.4571,0.4728,0.0,6,13,5,3,no_prior_data;clearing_observed(historical),13,6,8,72.4,152.2,209.7,137.3
Zapata D.,A,Pc,TOR,6,1.2,6.0,0.5,0.0,0.0,0.0,12,11.0,6.148,6.888,6.234,7.39,0.253,0.0054,0.739,0.374,0.129,0.073,0.023,4.0,5.424,1.784,0.359,0.105,0.348,2.949,0.9571,1.436,345,7,1,1.0,0,2,12,False,0.0,0.4568,0.5374,26.5,6,12,30,15,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),12,6,-18,92.3,163.9,214.6,122.3
Schmid,C,W;T,FRO,8,2.5,6.0,0.5,0.0,0.0,0.0,25,,,,,,,,,,,,,,,,,,,,0.9827,1.718,150,11,0,0.583,2,0,149,True,1.0,0.4563,0.5,7.7,8,25,4,2,no_prior_data;clearing_observed(historical),25,8,21,57.7,171.9,216.9,159.2
Muric,P,Por,SAS,7,1.5,6.0,0.5,0.0,0.0,0.0,15,1.0,6.08,4.77,6.08,4.77,0.0,,0.842,0.0,0.0,0.125,0.0,1.0,,0.033,0.0,0.001,0.0,0.0,0.9714,1.594,105,2,1,0.708,2,0,180,True,1.0,0.4563,0.5105,1.9,7,15,4,2,goalkeeper_no_fade;clearing_observed(historical),15,7,11,60.8,152.1,223.8,163.0
Mendy P.,A,Pc,CAG,4,1.2,6.0,0.5,0.0,0.0,0.0,12,1.0,5.94,6.62,5.94,6.62,0.0,,0.211,,,,,1.0,2.389,0.257,0.66,0.071,0.66,4.141,0.9604,1.472,5,2,0,0.019,2,0,123,True,1.0,0.4563,0.4576,42.9,4,12,3,1,thin_prior_sample_no_fade;clearing_observed(historical),12,4,9,73.5,180.3,219.6,146.1
Kaiki,D,Ds;E,COM,6,1.3,6.0,0.5,0.0,0.0,0.0,13,,,,,,,,,,,,,,,,,,,,1.0068,1.982,69,2,1,0.568,0,2,9,False,0.0,0.4562,0.4987,0.0,6,13,7,4,no_prior_data;clearing_observed(historical),13,6,6,43.2,151.1,213.3,170.1
Vitinha O.,A,A,GEN,8,1.3,6.0,0.5,0.0,0.0,0.0,13,3.0,6.008,6.5,6.087,6.657,0.237,-0.235,0.518,0.132,0.075,0.132,0.0,3.0,4.245,2.15,0.229,0.15,0.229,2.597,0.9593,1.46,149,7,0,0.579,2,0,153,True,1.0,0.4559,0.4993,26.5,8,12,1,1,fade(0.95);clearing_observed(asta_xlsx),12,8,11,77.5,163.9,214.3,136.8
Obrador,D,Ds;E,SAS,6,1.3,6.0,0.5,0.0,0.0,0.0,13,1.0,6.06,6.41,6.06,6.41,0.0,,0.421,0.062,0.188,0.062,0.0,1.0,0.172,1.056,0.014,0.084,0.014,0.555,0.9714,1.594,43,4,0,0.167,0,2,29,False,0.0,0.4554,0.4671,0.0,6,13,3,2,thin_prior_sample_no_fade;clearing_observed(historical),13,6,10,36.3,118.9,200.5,164.2
Calvani,D,Dc,FRO,5,1.3,6.0,0.5,0.0,0.0,0.0,13,1.0,5.81,5.77,5.81,5.77,0.0,,0.342,0.0,0.0,0.077,0.0,2.0,0.672,0.659,0.07,0.085,0.07,0.962,0.9827,1.718,0,0,0,0.0,2,0,164,True,1.0,0.4547,0.4547,19.2,5,13,2,1,no_prior_data;clearing_observed(historical),13,5,11,63.7,181.9,218.9,155.2
Bernabè,C,C,PAR,7,3.4,6.0,0.5,0.0,0.0,0.0,34,1.0,6.17,6.48,6.17,6.48,0.0,,0.842,0.094,0.031,0.0,0.0,2.0,2.253,3.146,0.093,0.141,0.093,1.73,0.9545,1.408,250,9,1,1.0,2,0,146,True,1.0,0.4543,0.5345,0.0,7,32,18,9,fade(0.93);clearing_observed(asta_xlsx),32,7,14,58.3,163.5,221.3,163.0
Deiola,C,M;C,CAG,3,0.8,6.0,0.5,0.0,0.0,0.0,8,9.0,5.933,5.953,5.809,5.803,0.123,0.0217,0.459,0.052,0.03,0.215,0.0,3.0,2.088,0.785,0.132,0.047,0.132,1.302,0.9604,1.472,97,5,0,0.377,2,0,173,True,1.0,0.4543,0.4815,14.3,3,8,8,3,thin_prior_sample_no_fade,8,3,0,100.0,178.5,212.7,112.7
Piana,P,Por,UDI,1,0.1,6.0,0.5,0.0,0.0,0.0,1,4.0,,,,,0.0,,,,,,,,,,,,,,0.965,1.523,85,4,1,0.631,0,2,0,False,0.0,0.4539,0.5014,0.0,1,1,1,1,floor_qi,1,1,0,47.7,141.2,218.8,171.1
Doekhi,D,Dc,LAZ,8,1.6,6.0,0.5,0.0,0.0,0.0,16,,,,,,,,,,,,,,,,,,,,0.9953,1.856,75,3,1,0.592,2,0,180,True,1.0,0.4529,0.497,7.9,8,16,7,3,no_prior_data;clearing_observed(historical),16,8,9,54.8,170.6,213.9,159.1
Ordonez C.,C,M;C,PAR,3,1.0,6.0,0.5,0.0,0.0,0.0,10,1.0,5.79,5.81,5.79,5.81,0.0,,0.553,0.048,0.0,0.143,0.0,1.0,0.449,0.27,0.038,0.023,0.038,0.836,0.9545,1.408,86,4,0,0.334,2,0,151,True,1.0,0.4527,0.4766,9.1,3,10,2,1,thin_prior_sample_no_fade;clearing_observed(historical),10,3,8,77.2,173.3,212.1,134.9
Mina,D,Dc,CAG,7,2.0,6.0,0.5,0.0,0.0,0.0,20,3.0,6.025,6.15,6.03,6.167,0.024,-0.015,0.632,0.069,0.014,0.167,0.014,3.0,1.938,0.331,0.084,0.015,0.073,0.599,0.9604,1.472,164,16,0,0.638,0,1,0,False,0.0,0.4527,0.5006,0.0,6,17,15,8,fade(0.87);clearing_observed(asta_xlsx),17,6,2,60.3,133.9,198.9,138.6
Tomori,D,Dc,MIL,6,0.8,6.0,0.5,0.0,0.0,0.0,8,6.0,5.938,5.93,6.077,6.128,0.155,-0.0806,0.684,0.038,0.013,0.147,0.0,4.0,0.94,0.588,0.061,0.023,0.061,0.367,1.0464,2.419,66,2,1,0.557,0,0,0,False,0.0,0.4527,0.494,0.0,5,7,15,8,fade(0.96);team_discount(MIL);clearing_observed(asta_xlsx),7,5,-8,51.5,138.7,200.4,148.9
Comuzzo,D,Dc,TOR,8,1.3,6.0,0.5,0.0,0.0,0.0,13,3.0,5.845,5.81,5.887,5.81,0.103,-0.125,0.474,0.038,0.0,0.135,0.0,2.0,0.701,0.203,0.03,0.009,0.03,0.324,0.9571,1.436,51,7,0,0.198,2,0,175,True,1.0,0.4522,0.466,9.2,8,13,5,2,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),13,8,8,81.7,171.9,215.3,133.6
Bleve,P,Por,LEC,1,0.1,6.0,0.5,0.0,0.0,0.0,1,3.0,,,,,0.0,,,,,,,,,,,,,,0.9201,1.029,91,2,1,0.654,0,2,0,False,0.0,0.4522,0.5014,0.0,1,1,1,1,floor_qi,1,1,0,47.7,141.2,218.8,171.1
Butez,P,Por,COM,15,5.0,6.0,0.5,0.0,0.0,0.0,50,2.0,6.12,5.32,6.145,5.295,0.075,,0.737,0.0,0.018,0.054,0.0,2.0,,0.241,0.0,0.009,0.0,0.0,1.0068,1.982,93,2,1,0.662,2,0,180,True,1.0,0.4518,0.5016,7.2,15,50,18,9,goalkeeper_no_fade;clearing_observed(asta_xlsx),50,15,32,63.1,157.4,219.2,156.1
Solet,D,Dc,UDI,13,4.6,6.0,0.5,0.0,0.0,0.0,46,2.0,6.173,6.363,6.17,6.345,0.01,,0.697,0.075,0.038,0.038,0.019,2.0,2.231,1.758,0.074,0.068,0.059,0.873,0.965,1.523,136,8,1,0.829,2,0,180,True,1.0,0.451,0.5151,0.0,10,37,36,18,fade(0.80);clearing_observed(asta_xlsx),37,10,1,65.8,161.8,213.5,147.7
Bartesaghi,D,Ds;E,MIL,8,2.2,6.0,0.5,0.0,0.0,0.0,22,3.0,5.762,5.692,5.767,5.683,0.309,-0.015,0.325,0.065,0.0,0.097,0.0,2.0,0.916,1.957,0.049,0.14,0.049,0.789,1.0464,2.419,4,2,0,0.016,1,1,111,True,0.5,0.4507,0.4518,11.8,7,18,10,5,fade(0.90);team_discount(MIL);clearing_observed(historical),18,7,8,77.1,174.5,210.1,133.0
Baldanzi,C,T,GEN,11,2.8,6.0,0.5,0.0,0.0,0.0,28,4.0,6.088,6.282,6.095,6.342,0.062,-0.008,0.579,0.091,0.034,0.102,0.0,4.0,2.026,1.518,0.17,0.118,0.17,1.981,0.9593,1.46,155,14,0,0.603,2,0,144,True,1.0,0.4503,0.4951,0.0,11,28,10,5,thin_prior_sample_no_fade;clearing_observed(historical),28,11,18,67.9,163.7,216.6,148.7
N'Dri,A,W;A,LEC,4,1.2,6.0,0.5,0.0,0.0,0.0,12,2.0,5.833,6.013,5.84,5.975,0.02,,0.316,0.118,0.0,0.176,0.0,,,,,,,,0.9201,1.029,0,0,0,0.0,1,1,119,True,0.5,0.4495,0.4495,34.6,4,12,4,2,thin_prior_sample_no_fade;clearing_observed(historical),12,4,8,95.4,172.0,209.6,114.2
Tourè I.,C,E;M,MON,6,1.4,6.0,0.5,0.0,0.0,0.0,14,1.0,5.82,5.82,5.82,5.82,0.0,,0.789,0.033,0.0,0.133,0.0,1.0,1.883,1.041,0.459,0.254,0.459,2.927,0.9337,1.178,124,3,1,0.782,0,0,0,False,0.0,0.4494,0.5091,0.0,7,16,8,4,fade(1.12);clearing_observed(asta_xlsx),16,7,8,54.4,137.5,211.6,157.2
Saelemaekers,C,E;W,MIL,11,3.5,6.0,0.5,0.0,0.0,0.0,35,7.0,6.213,6.737,6.067,6.399,0.15,0.0496,0.729,0.103,0.093,0.129,0.0,4.0,3.294,3.852,0.149,0.182,0.149,1.559,1.0464,2.419,172,9,1,0.969,0,2,55,False,0.0,0.4494,0.5258,0.0,9,30,38,19,fade(0.95);team_discount(MIL);clearing_observed(asta_xlsx),30,9,-8,59.7,149.2,217.4,157.7
Bayo V.,A,Pc,UDI,1,0.3,6.0,0.5,0.0,0.0,0.0,3,1.0,5.75,5.83,5.75,5.83,0.0,,0.316,0.0,0.083,0.0,0.0,1.0,1.326,0.731,0.276,0.152,0.276,2.917,0.965,1.523,26,3,0,0.101,0,2,18,False,0.0,0.4493,0.4562,0.0,1,3,3,1,floor_qi,3,1,0,27.4,119.5,192.6,165.2
Kelly L.,D,Ds;Dc,JUV,5,1.2,6.0,0.5,0.0,0.0,0.0,12,2.0,5.897,5.92,5.84,5.845,0.17,,0.618,0.021,0.021,0.106,0.0,2.0,0.85,0.598,0.035,0.027,0.035,0.538,1.0076,1.992,135,9,0,0.525,1,1,105,True,0.5,0.4493,0.4877,0.0,4,11,6,3,fade(0.90);clearing_observed(asta_xlsx),11,4,5,68.5,157.7,208.7,140.2
Thiam,P,Por,MON,4,0.5,6.0,0.5,0.0,0.0,0.0,5,1.0,5.81,6.08,5.81,6.08,0.0,,0.342,0.077,0.077,0.077,0.0,,,,,,,,0.9337,1.178,0,0,0,0.0,1,0,90,True,0.5,0.4491,0.4491,0.2,4,5,2,1,goalkeeper_no_fade;clearing_observed(historical),5,4,3,67.0,150.4,212.8,145.8
Buongiorno,D,Dc,NAP,6,1.5,6.0,0.5,0.0,0.0,0.0,15,7.0,6.117,6.173,5.173,5.184,2.124,0.6964,0.645,0.034,0.027,0.197,0.0,4.0,1.442,0.722,0.063,0.027,0.063,0.463,1.0241,2.173,238,13,0,0.7,0,0,0,False,0.0,0.4489,0.5016,0.0,5,12,55,28,fade(0.96);team_discount(NAP);clearing_observed(asta_xlsx),12,5,-43,54.4,154.1,200.4,146.0
Gila,D,Dc,MIL,13,3.1,6.0,0.5,0.0,0.0,0.0,31,4.0,6.035,5.947,5.9,5.832,0.231,0.162,0.566,0.012,0.0,0.155,0.0,3.0,1.203,0.695,0.038,0.027,0.038,0.446,1.0464,2.419,127,9,0,0.494,2,0,163,True,1.0,0.4489,0.4848,0.4,11,26,18,9,fade(0.93);team_discount(MIL);clearing_observed(asta_xlsx),26,11,8,62.1,163.1,210.1,148.0
Belahyane,C,M;C,LAZ,2,0.3,6.0,0.5,0.0,0.0,0.0,3,3.0,5.85,5.848,5.93,5.92,0.226,-0.24,0.342,0.0,0.108,0.135,0.0,2.0,0.203,1.163,0.015,0.085,0.015,0.331,0.9953,1.856,20,4,0,0.078,0,2,53,False,0.0,0.4485,0.4538,0.0,2,3,3,2,floor_qi,3,2,0,39.4,127.4,200.7,161.3
