player,role,role_mantra,team,Prezzo_Consigliato_Cr,NN_FV_Atteso,NN_MV_Atteso,NN_Rischio_Std,Prob_Bonus_Ge_8_%,Prob_Picco_Ge_10_%,Clean_Sheet_%,FVM_1000,n_stagioni,mv_media_3y,mfv_media_3y,mv_storica,mfv_storica,mv_std,mv_trend,availability,gol_per_pg,ass_per_pg,amm_per_pg,rig_per_pg,n_seasons_us,xg_media_3y,xa_media_3y,xg_per90,xa_per90,npxg_per90,shots_per90,offensive_index,gf_avg_3y,giorni_infortunio_3y,n_infortuni_3y,infortunio_grave,malus_infortuni,starts_2627,sub_apps_2627,minutes_2627,is_starter_2627,starter_pct_2627,score_composito,score_composito_base,vorp_points,target_price_500,target_price_1000,clearing_price_1000,clearing_price_500,target_flags,prezzo_fair_1000,prezzo_fair_500,surplus_value_cr,predicted_contrib_p10,predicted_contrib_p50,predicted_contrib_p90,contrib_volatility_spread
Provedel,P,Por,INT,2,0.5,6.0,0.5,0.0,0.0,0.0,5,7.0,6.162,5.04,6.126,4.683,0.157,0.0389,0.752,0.0,0.0,0.025,0.0,4.0,,0.125,0.0,0.004,0.0,0.0,1.1,3.009,186,8,1,1.0,0,2,0,False,0.0,0.4311,0.5072,0.0,2,5,50,25,floor_qi;clearing_observed(asta_xlsx),5,2,-45,38.9,142.5,222.7,183.8
Ghedjemis,A,W;A,FRO,8,2.3,6.0,0.5,0.0,0.0,0.0,23,1.0,6.2,6.1,6.2,6.1,0.0,,0.132,,,,,1.0,0.244,0.119,,,,,0.9827,1.718,45,4,0,0.175,0,0,0,False,0.0,0.431,0.4426,0.0,8,23,4,2,no_prior_data;clearing_observed(historical),23,8,19,36.4,103.2,210.6,174.2
Carboni A.,D,Ds;Dc,MON,3,0.9,6.0,0.5,0.0,0.0,0.0,9,6.0,5.663,5.698,5.603,5.508,0.166,0.0303,0.43,0.011,0.034,0.157,0.0,2.0,0.719,0.347,0.044,0.017,0.044,0.633,0.9337,1.178,110,6,0,0.428,2,0,180,True,1.0,0.431,0.4606,0.0,3,9,2,1,no_prior_data;clearing_observed(historical),9,3,7,73.3,148.6,199.4,126.1
Jean,D,Dc,LEC,2,0.4,6.0,0.5,0.0,0.0,0.0,4,2.0,5.783,5.717,5.775,5.725,0.025,,0.303,0.0,0.0,0.0,0.0,2.0,0.025,0.029,0.004,0.003,0.004,0.058,0.9201,1.029,60,4,0,0.233,0,0,0,False,0.0,0.4309,0.4465,0.0,2,4,2,1,floor_qi;clearing_observed(historical),4,2,2,28.7,108.2,198.0,169.3
Ndaba,D,Ds;E,LEC,2,0.5,6.0,0.5,0.0,0.0,0.0,5,1.0,5.5,5.5,5.5,5.5,0.0,,0.237,,,,,1.0,0.129,0.051,0.022,0.009,0.022,0.338,0.9201,1.029,0,0,0,0.0,1,1,135,True,0.5,0.4308,0.4308,7.3,2,5,5,2,floor_qi,5,2,0,61.0,170.0,201.4,140.4
Gineitis,C,M;C,TOR,5,1.2,6.0,0.5,0.0,0.0,0.0,12,4.0,5.927,5.967,5.968,5.867,0.066,-0.049,0.441,0.055,0.036,0.182,0.0,3.0,1.185,1.753,0.082,0.127,0.082,1.568,0.9571,1.436,151,9,0,0.587,2,0,157,True,1.0,0.4306,0.4722,0.0,6,13,1,1,fade(1.12);clearing_observed(asta_xlsx),13,6,12,79.3,160.1,211.9,132.6
Gaetano,C,M;C,ATA,7,3.0,6.0,0.5,0.0,0.0,0.0,30,5.0,6.063,6.438,4.868,5.296,2.434,1.204,0.526,0.118,0.105,0.079,0.013,4.0,2.943,1.733,0.235,0.161,0.218,2.164,1.0354,2.298,163,9,1,0.934,2,0,180,True,1.0,0.4305,0.5006,4.2,7,29,23,11,fade(0.98);clearing_observed(historical),29,7,6,66.6,168.4,221.2,154.6
Loftus-Cheek,C,C;T,MIL,4,1.6,6.0,0.5,0.0,0.0,0.0,16,3.0,6.023,6.302,6.027,6.33,0.118,-0.01,0.596,0.132,0.029,0.147,0.0,3.0,2.978,1.655,0.187,0.105,0.187,1.671,1.0464,2.419,233,11,1,1.0,2,0,115,True,1.0,0.4303,0.5062,0.0,4,14,39,20,thin_prior_sample_no_fade;team_discount(MIL);clearing_observed(asta_xlsx),14,4,-25,62.8,160.8,211.9,149.1
Fitz-Jim,C,M;C,TOR,5,1.8,6.0,0.5,0.0,0.0,0.0,18,,,,,,,,,,,,,,,,,,,,0.9571,1.436,167,10,1,0.949,2,0,180,True,1.0,0.4303,0.5017,9.0,5,18,5,2,no_prior_data;clearing_observed(historical),18,5,13,51.9,173.2,216.7,164.8
Matic,C,M;C,SAS,6,1.5,6.0,0.5,0.0,0.0,0.0,15,3.0,4.007,4.033,4.04,4.093,2.858,-0.1,0.895,0.044,0.044,0.162,0.0,2.0,0.529,1.812,0.025,0.073,0.025,0.442,0.9714,1.594,71,8,0,0.276,2,0,163,True,1.0,0.4303,0.4489,0.0,6,16,3,2,fade(1.07);clearing_observed(historical),16,6,13,83.0,143.6,193.8,110.8
El Azzouzi O.,C,M;C,BOL,2,1.0,6.0,0.5,0.0,0.0,0.0,10,,,,,,,,,,,,,1.0,0.472,0.957,0.082,0.166,0.082,0.346,1.004,1.952,445,11,1,1.0,1,0,79,True,0.5,0.4302,0.5061,9.0,2,10,2,1,floor_qi;clearing_observed(historical),10,2,8,50.1,173.2,216.1,166.0
Folorunsho,C,C;T,MON,4,1.7,6.0,0.5,0.0,0.0,0.0,17,3.0,6.007,6.097,6.0,6.13,0.033,0.02,0.632,0.097,0.014,0.181,0.0,3.0,2.396,1.033,0.128,0.05,0.128,1.516,0.9337,1.178,204,17,1,1.0,0,1,36,False,0.0,0.4301,0.506,0.0,4,17,21,10,fade(1.00);clearing_observed(asta_xlsx),17,4,-4,56.2,128.2,195.2,139.0
Duncan,C,C,VEN,2,0.4,6.0,0.5,0.0,0.0,0.0,4,10.0,5.937,6.04,5.944,6.102,0.122,-0.0059,0.608,0.056,0.087,0.156,0.0,3.0,1.128,1.516,0.069,0.102,0.069,1.058,0.9494,1.351,142,7,1,0.852,0,0,0,False,0.0,0.4284,0.4912,0.0,2,4,2,1,floor_qi;clearing_observed(historical),4,2,2,45.2,126.0,193.8,148.6
Marin R.,D,Dc,NAP,2,0.8,6.0,0.5,0.0,0.0,0.0,8,1.0,6.0,5.83,6.0,5.83,0.0,,0.079,,,,,1.0,0.086,0.022,0.006,0.002,0.006,0.207,1.0241,2.173,15,3,0,0.058,2,0,171,True,1.0,0.4284,0.4322,20.5,2,7,5,3,floor_qi;team_discount(NAP);clearing_observed(historical),7,2,2,73.8,183.2,217.3,143.5
Havel,A,Pc,GEN,4,0.5,6.0,0.5,0.0,0.0,0.0,5,,,,,,,,,,,,,,,,,,,,0.9593,1.46,165,4,1,0.942,0,1,0,False,0.0,0.4282,0.4987,10.7,4,5,5,4,no_prior_data,5,4,0,42.5,148.1,215.4,172.9
Sow,C,M;C,GEN,7,1.5,6.0,0.5,0.0,0.0,0.0,15,,,,,,,,,,,,,,,,,,,,0.9593,1.46,165,10,1,0.942,1,1,73,True,0.5,0.4276,0.498,9.0,7,15,4,2,no_prior_data;clearing_observed(historical),15,7,11,50.1,173.2,217.3,167.2
Messias,C,W;T,GEN,4,0.8,6.0,0.5,0.0,0.0,0.0,8,6.0,6.12,6.408,6.1,6.548,0.102,-0.0034,0.61,0.173,0.065,0.094,0.007,4.0,2.081,1.295,0.192,0.115,0.158,2.016,0.9593,1.46,438,17,1,1.0,0,2,56,False,0.0,0.4272,0.5026,0.0,4,8,2,1,thin_prior_sample_no_fade;clearing_observed(historical),8,4,6,40.9,127.8,204.9,164.0
Chakvetadze,C,W;T,UDI,2,0.6,6.0,0.5,0.0,0.0,0.0,6,,,,,,,,,,,,,,,,,,,,0.965,1.523,184,5,1,1.0,0,0,0,False,0.0,0.4264,0.5017,0.0,2,6,6,2,floor_qi,6,2,0,44.3,152.3,213.0,168.7
Bowie,A,Pc,SAS,9,3.2,6.0,0.5,0.0,0.0,0.0,32,1.0,5.96,6.79,5.96,6.79,0.0,,0.368,0.286,0.0,0.071,0.0,1.0,4.099,0.441,0.305,0.033,0.305,2.453,0.9714,1.594,133,4,1,0.817,2,0,160,True,1.0,0.4263,0.4858,12.9,9,32,9,5,thin_prior_sample_no_fade;clearing_observed(historical),32,9,23,54.0,150.3,212.5,158.5
Pieragnolo,D,Ds;E,SAS,1,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,,,,,0.0,,,,,,,,,,,,,,0.9714,1.594,366,2,1,1.0,0,0,0,False,0.0,0.4262,0.5014,0.0,1,1,1,1,floor_qi,1,1,0,48.8,140.3,207.3,158.5
Lisman,A,W;A,VEN,1,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,0.9494,1.351,308,4,1,1.0,0,1,0,False,0.0,0.4262,0.5014,10.7,1,1,1,1,floor_qi,1,1,0,42.5,148.1,213.0,170.5
Holm,D,Dd;E,BOL,6,1.3,6.0,0.5,0.0,0.0,0.0,13,5.0,6.015,6.273,4.806,4.962,2.404,1.206,0.447,0.059,0.103,0.191,0.0,4.0,1.376,1.581,0.126,0.13,0.126,1.315,1.004,1.952,250,15,0,0.7,1,1,93,True,0.5,0.4261,0.4761,4.4,6,13,2,1,thin_prior_sample_no_fade;clearing_observed(historical),13,6,11,75.4,167.1,214.0,138.6
Cacciamani,C,E;W,TOR,6,2.4,6.0,0.5,0.0,0.0,0.0,24,1.0,6.0,6.0,6.0,6.0,0.0,,0.026,,,,,,,,,,,,0.9571,1.436,0,0,0,0.0,2,0,171,True,1.0,0.426,0.426,19.0,6,24,13,7,no_prior_data;clearing_observed(historical),24,6,11,75.2,183.2,219.6,144.4
Kambwala,D,Dd;Dc,COM,3,0.8,6.0,0.5,0.0,0.0,0.0,8,,,,,,,,,,,,,,,,,,,,1.0068,1.982,306,4,1,1.0,0,1,0,False,0.0,0.4258,0.501,0.0,3,8,8,3,no_prior_data,8,3,0,42.9,151.1,210.3,167.4
Perez K.,C,C;T,VEN,5,1.5,6.0,0.5,0.0,0.0,0.0,15,1.0,6.03,6.16,6.03,6.16,0.0,,0.421,0.062,0.062,0.25,0.0,1.0,1.355,1.047,0.108,0.083,0.108,1.035,0.9494,1.351,242,11,0,0.7,2,0,150,True,1.0,0.4258,0.4758,0.0,5,15,3,2,no_prior_data;clearing_observed(historical),15,5,12,69.8,160.5,206.4,136.6
Bobcek,A,Pc,FRO,9,3.1,6.0,0.5,0.0,0.0,0.0,31,,,,,,,,,,,,,,,,,,,,0.9827,1.718,245,7,1,1.0,0,0,0,False,0.0,0.4255,0.5006,10.7,9,31,31,9,no_prior_data,31,9,0,42.5,148.1,213.0,170.5
Cittadini,D,Dc,FRO,4,0.8,6.0,0.5,0.0,0.0,0.0,8,1.0,6.0,5.83,6.0,5.83,0.0,,0.079,,,,,1.0,,0.0,,,,,0.9827,1.718,15,2,0,0.058,1,1,106,True,0.5,0.4252,0.4289,14.1,4,8,2,1,no_prior_data;clearing_observed(historical),8,4,6,73.8,176.8,210.0,136.2
Correia T.,D,Dd;Ds;E,VEN,5,1.2,6.0,0.5,0.0,0.0,0.0,12,1.0,,,,,0.0,,,,,,,,,,,,,,0.9494,1.351,421,9,1,1.0,1,1,88,True,0.5,0.4247,0.4997,0.2,5,12,5,3,no_prior_data;clearing_observed(historical),12,5,7,56.2,162.9,209.9,153.7
Neres,A,W;A,NAP,6,2.0,6.0,0.5,0.0,0.0,0.0,20,2.0,6.233,6.8,6.255,6.78,0.065,,0.539,0.122,0.195,0.122,0.0,2.0,1.988,3.581,0.183,0.293,0.183,1.882,1.0241,2.173,432,13,1,1.0,0,2,10,False,0.0,0.4247,0.4997,0.0,5,17,20,10,thin_prior_sample_no_fade;team_discount(NAP);clearing_observed(asta_xlsx),17,5,-3,45.6,132.1,216.0,170.4
Birligea,A,Pc,FRO,5,1.1,6.0,0.5,0.0,0.0,0.0,11,,,,,,,,,,,,,,,,,,,,0.9827,1.718,242,10,1,1.0,0,1,1,False,0.0,0.4244,0.4993,10.7,5,11,11,5,no_prior_data,11,5,0,42.5,148.1,213.0,170.5
Frigan,A,A,PAR,4,0.6,6.0,0.5,0.0,0.0,0.0,6,1.0,,,,,0.0,,,,,,,,,,,,,,0.9545,1.408,367,6,1,1.0,0,2,0,False,0.0,0.4242,0.499,0.0,4,6,6,4,thin_prior_sample_no_fade,6,4,0,48.4,137.4,210.5,162.1
Badiashile,D,Dc,NAP,7,1.8,6.0,0.5,0.0,0.0,0.0,18,,,,,,,,,,,,,,,,,,,,1.0241,2.173,415,12,1,1.0,0,0,0,False,0.0,0.4242,0.499,0.0,6,15,10,5,no_prior_data;team_discount(NAP);clearing_observed(historical),15,6,5,42.9,151.1,210.3,167.4
Casale,D,Dc,BOL,3,0.5,6.0,0.5,0.0,0.0,0.0,5,5.0,5.648,5.593,5.762,5.702,0.142,-0.077,0.563,0.01,0.031,0.227,0.0,4.0,0.627,0.264,0.039,0.017,0.039,0.394,1.004,1.952,175,14,0,0.681,0,1,0,False,0.0,0.424,0.4722,0.0,3,5,2,1,thin_prior_sample_no_fade;clearing_observed(historical),5,3,3,34.5,103.2,185.0,150.5
Trepy,A,Pc,CAG,1,0.2,6.0,0.5,0.0,0.0,0.0,2,1.0,5.67,5.67,5.67,5.67,0.0,,0.079,,,,,1.0,0.598,0.146,,,,,0.9604,1.472,0,0,0,0.0,0,0,0,False,0.0,0.4234,0.4234,0.0,1,2,2,1,floor_qi,2,1,0,32.9,92.5,187.9,155.0
Hien,D,Dc,ATA,7,1.1,6.0,0.5,0.0,0.0,0.0,11,4.0,5.93,5.827,5.938,5.815,0.016,-0.009,0.73,0.009,0.0,0.252,0.0,4.0,0.919,0.074,0.027,0.003,0.027,0.291,1.0354,2.298,231,13,1,1.0,0,0,0,False,0.0,0.4234,0.4981,0.0,7,11,26,13,fade(0.96);clearing_observed(asta_xlsx),11,7,-15,50.6,133.5,194.3,143.7
Gaspar K.,D,Dc,LEC,5,1.2,6.0,0.5,0.0,0.0,0.0,12,2.0,5.943,5.81,6.0,5.895,0.17,,0.592,0.0,0.022,0.2,0.0,2.0,0.785,0.515,0.035,0.023,0.035,0.566,0.9201,1.029,147,4,1,0.872,2,0,180,True,1.0,0.4225,0.4861,3.6,5,12,6,3,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),12,5,6,61.2,166.3,209.2,148.0
Ciurria,C,E;W,MON,2,0.6,6.0,0.5,0.0,0.0,0.0,6,3.0,5.88,6.088,5.947,6.223,0.174,-0.2,0.649,0.095,0.108,0.095,0.0,3.0,1.512,3.632,0.108,0.179,0.108,1.464,0.9337,1.178,210,7,1,1.0,0,0,0,False,0.0,0.4222,0.4967,0.0,2,6,2,1,floor_qi;clearing_observed(historical),6,2,4,50.4,129.9,209.3,158.9
Dele-Bashiru,C,C;T,LAZ,5,1.3,6.0,0.5,0.0,0.0,0.0,13,2.0,5.813,6.103,5.875,6.24,0.185,,0.5,0.105,0.026,0.0,0.0,2.0,0.885,0.955,0.089,0.082,0.089,1.068,0.9953,1.856,107,8,1,0.716,1,0,54,True,0.5,0.4221,0.4729,0.0,5,13,9,4,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),13,5,4,55.6,147.5,210.0,154.4
Olivera,D,B;Ds;E,NAP,5,1.3,6.0,0.5,0.0,0.0,0.0,13,4.0,5.872,5.838,5.917,5.973,0.136,-0.055,0.645,0.031,0.02,0.122,0.0,4.0,1.397,1.555,0.059,0.081,0.059,0.585,1.0241,2.173,172,12,1,0.969,1,1,65,True,0.5,0.4218,0.4935,0.0,4,11,8,4,thin_prior_sample_no_fade;team_discount(NAP);clearing_observed(asta_xlsx),11,4,3,64.1,161.6,210.3,146.2
Helland,D,Dd;Dc,BOL,3,1.2,6.0,0.5,0.0,0.0,0.0,12,1.0,5.5,5.33,5.5,5.33,0.0,,0.158,,,,,1.0,0.1,0.15,0.018,0.027,0.018,0.181,1.004,1.952,7,3,0,0.027,2,0,180,True,1.0,0.4215,0.4232,15.3,3,12,4,2,thin_prior_sample_no_fade;clearing_observed(historical),12,3,8,61.0,178.0,211.7,150.7
Maldini,A,T;A,CAG,5,2.1,6.0,0.5,0.0,0.0,0.0,21,7.0,6.008,6.513,5.221,5.639,2.135,0.4186,0.351,0.184,0.026,0.105,0.0,4.0,3.944,1.046,0.305,0.102,0.305,2.641,0.9604,1.472,152,11,1,0.891,2,0,165,True,1.0,0.4214,0.4864,26.5,5,21,28,14,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),21,5,-7,70.3,163.9,216.7,146.4
Cataldi,C,M;C,LAZ,4,1.2,6.0,0.5,0.0,0.0,0.0,12,11.0,6.045,6.33,5.921,6.038,0.17,0.0326,0.574,0.058,0.058,0.25,0.008,4.0,1.672,1.151,0.051,0.058,0.031,0.722,0.9953,1.856,224,10,1,1.0,0,0,0,False,0.0,0.4207,0.4949,0.0,4,11,4,2,fade(0.95);clearing_observed(historical),11,4,7,45.5,109.1,187.7,142.2
Stones,D,Dc,INT,12,2.5,6.0,0.5,0.0,0.0,0.0,25,,,,,,,,,,,,,,,,,,,,1.1,3.009,339,12,1,1.0,0,2,37,False,0.0,0.4204,0.4946,0.0,12,25,20,10,no_prior_data;clearing_observed(historical),25,12,5,43.2,151.1,213.3,170.1
Kvernadze,A,W;A,FRO,6,2.4,6.0,0.5,0.0,0.0,0.0,24,1.0,5.75,5.75,5.75,5.75,0.0,,0.053,,,,,1.0,,0.0,,,,,0.9827,1.718,0,0,0,0.0,2,0,180,True,1.0,0.4201,0.4201,34.6,6,24,4,2,no_prior_data;clearing_observed(historical),24,6,20,68.7,172.0,217.2,148.5
Odgaard,C,T,BOL,8,1.7,6.0,0.5,0.0,0.0,0.0,17,4.0,6.038,6.752,6.067,6.612,0.12,-0.035,0.395,0.22,0.06,0.04,0.0,3.0,3.341,1.207,0.219,0.086,0.219,2.245,1.004,1.952,146,9,1,0.868,2,0,150,True,1.0,0.4199,0.4828,0.0,8,17,71,36,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),17,8,-54,55.1,152.9,212.2,157.1
Van Der Brempt,D,Dd;E,SAS,2,1.1,6.0,0.5,0.0,0.0,0.0,11,2.0,5.953,5.947,5.95,5.94,0.01,,0.421,0.0,0.062,0.156,0.0,2.0,0.3,0.621,0.031,0.052,0.031,0.415,0.9714,1.594,229,11,0,0.7,0,0,0,False,0.0,0.4198,0.469,0.0,2,11,2,1,floor_qi;clearing_observed(historical),11,2,9,35.6,109.4,189.1,153.5
Parisi,D,Ds;E,FIO,4,1.0,6.0,0.5,0.0,0.0,0.0,10,5.0,5.958,6.003,5.952,5.966,0.15,0.008,0.632,0.042,0.025,0.233,0.0,4.0,0.98,1.741,0.061,0.09,0.061,0.855,1.0124,2.045,210,6,1,1.0,0,0,0,False,0.0,0.4189,0.4928,0.0,4,10,2,1,thin_prior_sample_no_fade;clearing_observed(historical),10,4,8,48.2,118.8,192.3,144.1
Diao,A,W;A,COM,12,5.0,6.0,0.5,0.0,0.0,0.0,50,2.0,6.167,6.897,6.25,7.155,0.25,,0.395,0.3,0.033,0.133,0.0,2.0,3.289,1.232,0.255,0.094,0.255,2.244,1.0068,1.982,221,7,1,1.0,1,1,110,True,0.5,0.4187,0.4926,34.9,12,50,4,2,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),50,12,46,68.2,172.3,219.0,150.8
Jimenez A.,D,Dd;Ds;E,FIO,7,1.8,6.0,0.5,0.0,0.0,0.0,18,3.0,5.567,5.193,5.483,5.11,0.388,0.25,0.202,0.0,0.0,0.286,0.0,1.0,1.275,1.689,0.089,0.118,0.089,1.051,1.0124,2.045,62,4,0,0.241,1,1,112,True,0.5,0.4187,0.4344,0.0,7,18,22,11,thin_prior_sample_no_fade;clearing_observed(historical),18,7,-4,61.4,161.4,202.5,141.1
Sulemana K.,A,A,ATA,6,0.8,6.0,0.5,0.0,0.0,0.0,8,1.0,6.0,6.24,6.0,6.24,0.0,,0.553,0.095,0.048,0.19,0.0,1.0,2.488,2.28,0.225,0.207,0.225,2.266,1.0354,2.298,218,9,1,1.0,0,2,0,False,0.0,0.4185,0.4923,0.0,6,8,1,1,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),8,6,7,38.2,118.5,190.8,152.6
Bakola,C,C;T,SAS,6,1.4,6.0,0.5,0.0,0.0,0.0,14,1.0,6.17,6.17,6.17,6.17,0.0,,0.079,,,,,1.0,0.127,0.474,,,,,0.9714,1.594,66,3,0,0.257,2,0,180,True,1.0,0.4181,0.4349,16.1,6,14,5,3,thin_prior_sample_no_fade;clearing_observed(historical),14,6,9,87.2,180.3,225.1,137.9
Arizala,D,Ds;E,UDI,4,0.8,6.0,0.5,0.0,0.0,0.0,8,1.0,5.8,5.8,5.8,5.8,0.0,,0.132,,,,,1.0,0.027,0.135,,,,,0.965,1.523,42,2,0,0.163,0,2,10,False,0.0,0.4172,0.4277,0.0,4,8,2,1,thin_prior_sample_no_fade;clearing_observed(historical),8,4,6,34.2,98.0,195.3,161.1
Meret,P,Por,NAP,11,4.8,6.0,0.5,0.0,0.0,0.0,48,10.0,6.232,5.322,5.569,4.73,1.863,0.3268,0.55,0.0,0.006,0.006,0.0,4.0,,0.114,0.0,0.004,0.0,0.0,1.0241,2.173,199,12,1,1.0,2,0,180,True,1.0,0.4169,0.4905,11.9,9,41,85,42,goalkeeper_no_fade;team_discount(NAP);clearing_observed(asta_xlsx),41,9,-44,45.6,162.1,227.9,182.3
Maleh,C,M;C,LEC,3,0.7,6.0,0.5,0.0,0.0,0.0,7,5.0,5.75,5.715,5.836,5.828,0.126,-0.075,0.637,0.025,0.033,0.223,0.0,4.0,1.131,1.083,0.055,0.058,0.055,0.938,0.9201,1.029,174,5,1,0.977,0,2,74,False,0.0,0.416,0.4874,0.0,3,7,2,1,thin_prior_sample_no_fade;clearing_observed(historical),7,3,5,49.4,118.1,195.2,145.8
Kristensen T.,D,Dd;Dc,ATA,6,2.0,6.0,0.5,0.0,0.0,0.0,20,3.0,5.812,5.94,5.78,5.86,0.168,0.095,0.658,0.053,0.013,0.147,0.0,1.0,0.668,0.778,0.034,0.04,0.034,0.463,1.0354,2.298,188,9,1,1.0,0,0,0,False,0.0,0.4157,0.4891,0.0,5,17,3,2,fade(0.85);clearing_observed(asta_xlsx),17,5,14,53.2,115.1,192.1,138.9
Scalvini,D,Dc,ATA,10,2.8,6.0,0.5,0.0,0.0,0.0,28,5.0,5.873,6.003,5.906,6.012,0.208,-0.025,0.563,0.068,0.039,0.126,0.0,4.0,2.179,0.976,0.085,0.05,0.085,0.763,1.0354,2.298,444,17,1,1.0,2,0,180,True,1.0,0.4151,0.4883,0.0,10,28,15,8,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),28,10,13,61.1,155.6,210.0,148.9
Kone B.,C,C,FRO,1,0.3,6.0,0.5,0.0,0.0,0.0,3,2.0,5.667,5.667,5.5,5.5,0.5,,0.026,,,,,1.0,5.083,1.76,0.164,0.057,0.164,0.741,0.9827,1.718,124,12,0,0.482,0,0,0,False,0.0,0.4148,0.4471,0.0,1,3,3,1,floor_qi,3,1,0,33.1,99.2,193.0,159.9
Gelli F.,C,C;T,FRO,3,0.6,6.0,0.5,0.0,0.0,0.0,6,1.0,5.85,5.78,5.85,5.78,0.0,,0.526,0.0,0.0,0.15,0.0,1.0,0.77,3.516,0.044,0.203,0.044,0.576,0.9827,1.718,146,6,1,0.868,0,0,0,False,0.0,0.4145,0.4765,0.0,3,6,6,3,no_prior_data,6,3,0,35.3,115.8,190.6,155.3
Kolasinac,D,Ds;Dc,ATA,6,0.8,6.0,0.5,0.0,0.0,0.0,8,3.0,6.063,5.975,6.063,5.997,0.047,-0.0,0.605,0.014,0.029,0.203,0.0,3.0,0.523,1.214,0.035,0.061,0.035,0.437,1.0354,2.298,340,17,1,1.0,1,1,97,True,0.5,0.4142,0.4873,0.0,6,8,2,1,thin_prior_sample_no_fade;clearing_observed(historical),8,6,6,62.2,154.0,206.4,144.2
Scamacca,A,Pc,ATA,19,11.0,6.0,0.5,0.0,0.0,0.0,110,9.0,4.158,5.09,3.442,4.014,3.08,0.2228,0.574,0.426,0.083,0.102,0.046,2.0,8.67,2.581,0.558,0.168,0.509,3.811,1.0354,2.298,447,10,1,1.0,2,0,128,True,1.0,0.4141,0.4872,23.3,19,110,82,41,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),110,19,28,85.7,160.7,197.1,111.4
Almqvist,C,W;A,PAR,4,1.1,6.0,0.5,0.0,0.0,0.0,11,3.0,5.897,6.002,5.903,6.013,0.082,-0.02,0.57,0.054,0.036,0.179,0.0,3.0,1.351,2.177,0.132,0.161,0.132,1.746,0.9545,1.408,200,11,1,1.0,0,2,35,False,0.0,0.4139,0.4869,0.0,4,11,2,1,thin_prior_sample_no_fade;clearing_observed(historical),11,4,9,41.2,118.6,188.9,147.7
Kalulu,D,Dd;Dc,JUV,14,4.7,6.0,0.5,0.0,0.0,0.0,47,6.0,6.053,6.168,5.958,6.067,0.232,0.0466,0.605,0.041,0.05,0.099,0.0,,,,,,,,1.0076,1.992,233,6,1,1.0,2,0,180,True,1.0,0.4128,0.4857,1.3,11,38,29,14,fade(0.82);clearing_observed(asta_xlsx),38,11,9,69.3,164.0,210.9,141.6
Liteta,C,M;C,CAG,1,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,5.75,5.75,5.75,5.75,0.0,,0.105,,,,,,,,,,,,0.9604,1.472,49,3,0,0.191,0,2,0,False,0.0,0.4125,0.4247,0.0,1,1,1,1,floor_qi,1,1,0,32.6,100.8,192.9,160.3
Traorè Hj.,C,W;T,GEN,4,1.1,6.0,0.5,0.0,0.0,0.0,11,6.0,5.862,6.03,6.012,6.337,0.163,-0.0626,0.601,0.14,0.07,0.132,0.0,2.0,0.775,1.067,0.149,0.197,0.149,1.663,0.9593,1.46,343,9,1,1.0,0,0,0,False,0.0,0.4124,0.4852,0.0,4,11,2,1,no_prior_data;clearing_observed(historical),11,4,9,43.7,120.7,202.5,158.8
Spence,D,E,INT,11,3.7,6.0,0.5,0.0,0.0,0.0,37,1.0,6.0,5.97,6.0,5.97,0.0,,0.395,0.0,0.0,0.067,0.0,1.0,0.089,0.237,0.01,0.026,0.01,0.215,1.1,3.009,120,8,1,0.767,0,0,0,False,0.0,0.4097,0.463,0.0,11,37,28,14,no_prior_data;clearing_observed(historical),37,11,9,32.3,107.5,200.9,168.6
Moreno M.,D,Dc,VEN,4,0.6,6.0,0.5,0.0,0.0,0.0,6,1.0,5.67,5.67,5.67,5.67,0.0,,0.079,,,,,2.0,1.192,1.771,0.06,0.107,0.06,0.755,0.9494,1.351,62,4,0,0.241,0,0,0,False,0.0,0.4092,0.4245,0.0,4,6,6,4,no_prior_data,6,4,0,33.3,92.9,189.5,156.2
Pobega,C,M;C,BOL,6,1.2,6.0,0.5,0.0,0.0,0.0,12,6.0,5.92,6.157,6.022,6.325,0.137,-0.0574,0.504,0.157,0.037,0.25,0.0,4.0,1.808,0.611,0.148,0.058,0.148,1.758,1.004,1.952,198,8,1,1.0,1,1,72,True,0.5,0.4091,0.4813,0.0,6,12,3,2,thin_prior_sample_no_fade;clearing_observed(historical),12,6,9,60.2,162.7,204.4,144.2
Gorter,C,M;C,LEC,3,1.2,6.0,0.5,0.0,0.0,0.0,12,1.0,5.5,5.5,5.5,5.5,0.0,,0.026,,,,,,,,,,,,0.9201,1.029,0,0,0,0.0,2,0,106,True,1.0,0.4087,0.4087,6.5,3,12,3,1,thin_prior_sample_no_fade;clearing_observed(historical),12,3,9,62.9,170.7,214.4,151.5
